ObjectId,Mode,LineAbbr,Month,Year,ServiceType,AvgBoardings,City,County
4982,Fixed Route Bus - Regular,462,April,2017,WKD,73.596617,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4983,Fixed Route Bus - Regular,462,May,2017,WKD,74.931699,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4984,Fixed Route Bus - Regular,462,June,2017,WKD,68.366982,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4985,Fixed Route Bus - Regular,462,July,2017,WKD,64.490079,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4986,Fixed Route Bus - Regular,462,August,2017,WKD,68.60761,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4987,Fixed Route Bus - Regular,462,September,2017,WKD,76.955637,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4988,Fixed Route Bus - Regular,462,October,2017,WKD,76.027778,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4989,Fixed Route Bus - Regular,462,November,2017,WKD,76.496853,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4990,Fixed Route Bus - Regular,462,December,2017,WKD,67.299825,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4991,Fixed Route Bus - Regular,462,January,2018,WKD,77.006605,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4992,Fixed Route Bus - Regular,462,February,2018,WKD,71.684295,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4993,Fixed Route Bus - Regular,462,March,2018,WKD,69.418301,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4994,Fixed Route Bus - Regular,462,April,2018,WKD,67.489812,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4995,Fixed Route Bus - Regular,462,May,2018,WKD,67.41121,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4996,Fixed Route Bus - Regular,462,June,2018,WKD,63.977289,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4997,Fixed Route Bus - Regular,462,July,2018,WKD,65.715402,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4998,Fixed Route Bus - Regular,462,August,2018,WKD,71.95574,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
4999,Fixed Route Bus - Regular,462,September,2018,WKD,79.759091,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5000,Fixed Route Bus - Regular,462,October,2018,WKD,72.764286,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5001,Fixed Route Bus - Regular,462,November,2018,WKD,77.513575,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5002,Fixed Route Bus - Regular,462,December,2018,WKD,64.991667,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5003,Fixed Route Bus - Regular,462,January,2019,WKD,74.665278,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5004,Fixed Route Bus - Regular,462,February,2019,WKD,72.744737,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5005,Fixed Route Bus - Regular,462,March,2019,WKD,67.166071,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5006,Fixed Route Bus - Regular,462,April,2019,WKD,72.323829,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5007,Fixed Route Bus - Regular,462,May,2019,WKD,77.082817,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5008,Fixed Route Bus - Regular,462,June,2019,WKD,68.289683,"North Salt Lake, Bountiful, Salt Lake City","Davis, Salt Lake"
5009,Fixed Route Bus - Regular,45,March,2021,SAT,297.166667,"Murray, Millcreek, Holladay",Salt Lake
5010,Fixed Route Bus - Regular,45,March,2021,SUN,110.5,"Murray, Millcreek, Holladay",Salt Lake
5011,Fixed Route Bus - Regular,45,March,2021,WKD,553.295,"Murray, Millcreek, Holladay",Salt Lake
5012,Fixed Route Bus - Regular,45,April,2021,SAT,304.44,"Murray, Millcreek, Holladay",Salt Lake
5013,Fixed Route Bus - Regular,45,April,2021,SUN,94.25,"Murray, Millcreek, Holladay",Salt Lake
5014,Fixed Route Bus - Regular,45,April,2021,WKD,528.367513,"Murray, Millcreek, Holladay",Salt Lake
5015,Fixed Route Bus - Regular,45,May,2021,SAT,332.466667,"Murray, Millcreek, Holladay",Salt Lake
5016,Fixed Route Bus - Regular,45,May,2021,SUN,87.8,"Murray, Millcreek, Holladay",Salt Lake
5017,Fixed Route Bus - Regular,45,May,2021,WKD,557.831079,"Murray, Millcreek, Holladay",Salt Lake
5018,Fixed Route Bus - Regular,45,June,2021,SAT,311,"Murray, Millcreek, Holladay",Salt Lake
5019,Fixed Route Bus - Regular,45,June,2021,SUN,119.916667,"Murray, Millcreek, Holladay",Salt Lake
5020,Fixed Route Bus - Regular,45,June,2021,WKD,545.111836,"Murray, Millcreek, Holladay",Salt Lake
5021,Fixed Route Bus - Regular,45,July,2021,SAT,355.009524,"Murray, Millcreek, Holladay",Salt Lake
5022,Fixed Route Bus - Regular,45,July,2021,SUN,109.25,"Murray, Millcreek, Holladay",Salt Lake
5023,Fixed Route Bus - Regular,45,July,2021,WKD,525.758725,"Murray, Millcreek, Holladay",Salt Lake
5024,Fixed Route Bus - Regular,45,August,2021,SAT,363,"Murray, Millcreek, Holladay",Salt Lake
5025,Fixed Route Bus - Regular,45,August,2021,SUN,112.733333,"Murray, Millcreek, Holladay",Salt Lake
5026,Fixed Route Bus - Regular,45,August,2021,WKD,565.196354,"Murray, Millcreek, Holladay",Salt Lake
5027,Fixed Route Bus - Regular,45,September,2021,SAT,347,"Murray, Millcreek, Holladay",Salt Lake
5028,Fixed Route Bus - Regular,45,September,2021,SUN,121.75,"Murray, Millcreek, Holladay",Salt Lake
5029,Fixed Route Bus - Regular,45,September,2021,WKD,604.468055,"Murray, Millcreek, Holladay",Salt Lake
5030,Fixed Route Bus - Regular,45,October,2021,SAT,363.25,"Murray, Millcreek, Holladay",Salt Lake
5031,Fixed Route Bus - Regular,45,October,2021,SUN,133.416667,"Murray, Millcreek, Holladay",Salt Lake
5032,Fixed Route Bus - Regular,45,October,2021,WKD,573.365205,"Murray, Millcreek, Holladay",Salt Lake
5033,Fixed Route Bus - Regular,45,November,2021,SAT,393.533333,"Murray, Millcreek, Holladay",Salt Lake
5034,Fixed Route Bus - Regular,45,November,2021,SUN,106.25,"Murray, Millcreek, Holladay",Salt Lake
5035,Fixed Route Bus - Regular,45,November,2021,WKD,598.013971,"Murray, Millcreek, Holladay",Salt Lake
5036,Fixed Route Bus - Regular,45,December,2021,SAT,381.5,"Murray, Millcreek, Holladay",Salt Lake
5037,Fixed Route Bus - Regular,45,December,2021,SUN,122.114286,"Murray, Millcreek, Holladay",Salt Lake
5038,Fixed Route Bus - Regular,45,December,2021,WKD,509.211726,"Murray, Millcreek, Holladay",Salt Lake
5039,Fixed Route Bus - Regular,45,January,2022,SAT,335.75,"Murray, Millcreek, Holladay",Salt Lake
5040,Fixed Route Bus - Regular,45,January,2022,SUN,118.75,"Murray, Millcreek, Holladay",Salt Lake
5041,Fixed Route Bus - Regular,45,January,2022,WKD,524.907172,"Murray, Millcreek, Holladay",Salt Lake
5042,Fixed Route Bus - Regular,45,February,2022,SAT,440.766667,"Murray, Millcreek, Holladay",Salt Lake
5043,Fixed Route Bus - Regular,45,February,2022,SUN,137.5,"Murray, Millcreek, Holladay",Salt Lake
5044,Fixed Route Bus - Regular,45,February,2022,WKD,626.10378,"Murray, Millcreek, Holladay",Salt Lake
5045,Fixed Route Bus - Regular,45,March,2022,SAT,377.75,"Murray, Millcreek, Holladay",Salt Lake
5046,Fixed Route Bus - Regular,45,March,2022,SUN,107.083333,"Murray, Millcreek, Holladay",Salt Lake
5047,Fixed Route Bus - Regular,45,March,2022,WKD,596.099747,"Murray, Millcreek, Holladay",Salt Lake
5048,Fixed Route Bus - Regular,45,April,2022,SAT,387.9,"Murray, Millcreek, Holladay",Salt Lake
5049,Fixed Route Bus - Regular,45,April,2022,SUN,113.75,"Murray, Millcreek, Holladay",Salt Lake
5050,Fixed Route Bus - Regular,45,April,2022,WKD,548.358991,"Murray, Millcreek, Holladay",Salt Lake
5051,Fixed Route Bus - Regular,45,May,2022,SAT,389.633333,"Murray, Millcreek, Holladay",Salt Lake
5052,Fixed Route Bus - Regular,45,May,2022,SUN,132.733333,"Murray, Millcreek, Holladay",Salt Lake
5053,Fixed Route Bus - Regular,45,May,2022,WKD,658.951845,"Murray, Millcreek, Holladay",Salt Lake
5054,Fixed Route Bus - Regular,45,June,2022,SAT,406.166667,"Murray, Millcreek, Holladay",Salt Lake
5055,Fixed Route Bus - Regular,45,June,2022,SUN,166.333333,"Murray, Millcreek, Holladay",Salt Lake
5056,Fixed Route Bus - Regular,45,October,2019,SAT,593.75,"Murray, Millcreek, Holladay",Salt Lake
5057,Fixed Route Bus - Regular,45,October,2019,SUN,140.25,"Murray, Millcreek, Holladay",Salt Lake
5058,Fixed Route Bus - Regular,45,October,2019,WKD,1158.410536,"Murray, Millcreek, Holladay",Salt Lake
5059,Fixed Route Bus - Regular,45,November,2019,SAT,535.435714,"Murray, Millcreek, Holladay",Salt Lake
5060,Fixed Route Bus - Regular,45,November,2019,SUN,155.25,"Murray, Millcreek, Holladay",Salt Lake
5061,Fixed Route Bus - Regular,45,November,2019,WKD,1145.844857,"Murray, Millcreek, Holladay",Salt Lake
5062,Fixed Route Bus - Regular,45,December,2019,SAT,518.416667,"Murray, Millcreek, Holladay",Salt Lake
5063,Fixed Route Bus - Regular,45,December,2019,SUN,141.3,"Murray, Millcreek, Holladay",Salt Lake
5064,Fixed Route Bus - Regular,45,December,2019,WKD,1007.746617,"Murray, Millcreek, Holladay",Salt Lake
5065,Fixed Route Bus - Regular,45,January,2020,SAT,536.583333,"Murray, Millcreek, Holladay",Salt Lake
5066,Fixed Route Bus - Regular,45,January,2020,SUN,136,"Murray, Millcreek, Holladay",Salt Lake
5067,Fixed Route Bus - Regular,45,January,2020,WKD,1054.717224,"Murray, Millcreek, Holladay",Salt Lake
5068,Fixed Route Bus - Regular,45,February,2020,SAT,587.083333,"Murray, Millcreek, Holladay",Salt Lake
5069,Fixed Route Bus - Regular,45,February,2020,SUN,125.583333,"Murray, Millcreek, Holladay",Salt Lake
5070,Fixed Route Bus - Regular,45,February,2020,WKD,1137.896116,"Murray, Millcreek, Holladay",Salt Lake
5071,Fixed Route Bus - Regular,45,March,2020,SAT,409.666667,"Murray, Millcreek, Holladay",Salt Lake
5072,Fixed Route Bus - Regular,45,March,2020,SUN,106.966667,"Murray, Millcreek, Holladay",Salt Lake
5073,Fixed Route Bus - Regular,45,March,2020,WKD,840.144214,"Murray, Millcreek, Holladay",Salt Lake
5074,Fixed Route Bus - Regular,45,April,2020,SAT,323.375,"Murray, Millcreek, Holladay",Salt Lake
5075,Fixed Route Bus - Regular,45,April,2020,SUN,77.916667,"Murray, Millcreek, Holladay",Salt Lake
5076,Fixed Route Bus - Regular,45,April,2020,WKD,478.40404,"Murray, Millcreek, Holladay",Salt Lake
5077,Fixed Route Bus - Regular,45,May,2020,SAT,359.4,"Murray, Millcreek, Holladay",Salt Lake
5078,Fixed Route Bus - Regular,45,May,2020,SUN,98.4,"Murray, Millcreek, Holladay",Salt Lake
5079,Fixed Route Bus - Regular,45,May,2020,WKD,532.250106,"Murray, Millcreek, Holladay",Salt Lake
5080,Fixed Route Bus - Regular,45,June,2020,SAT,414.5,"Murray, Millcreek, Holladay",Salt Lake
5081,Fixed Route Bus - Regular,45,June,2020,SUN,92.5,"Murray, Millcreek, Holladay",Salt Lake
5082,Fixed Route Bus - Regular,45,June,2020,WKD,581.880312,"Murray, Millcreek, Holladay",Salt Lake
5083,Fixed Route Bus - Regular,45,July,2020,SAT,440.5,"Murray, Millcreek, Holladay",Salt Lake
5084,Fixed Route Bus - Regular,45,July,2020,SUN,120.833333,"Murray, Millcreek, Holladay",Salt Lake
5085,Fixed Route Bus - Regular,45,July,2020,WKD,601.076065,"Murray, Millcreek, Holladay",Salt Lake
5086,Fixed Route Bus - Regular,45,August,2020,SAT,416.333333,"Murray, Millcreek, Holladay",Salt Lake
5087,Fixed Route Bus - Regular,45,August,2020,SUN,91.6,"Murray, Millcreek, Holladay",Salt Lake
5088,Fixed Route Bus - Regular,45,August,2020,WKD,609.933752,"Murray, Millcreek, Holladay",Salt Lake
5089,Fixed Route Bus - Regular,45,September,2020,SAT,397.066667,"Murray, Millcreek, Holladay",Salt Lake
5090,Fixed Route Bus - Regular,45,September,2020,SUN,125.5,"Murray, Millcreek, Holladay",Salt Lake
5091,Fixed Route Bus - Regular,45,September,2020,WKD,632.085119,"Murray, Millcreek, Holladay",Salt Lake
5092,Fixed Route Bus - Regular,45,October,2020,SAT,301.7,"Murray, Millcreek, Holladay",Salt Lake
5093,Fixed Route Bus - Regular,45,October,2020,SUN,90.333333,"Murray, Millcreek, Holladay",Salt Lake
5094,Fixed Route Bus - Regular,45,October,2020,WKD,424.261905,"Murray, Millcreek, Holladay",Salt Lake
5095,Fixed Route Bus - Regular,45,November,2020,SAT,270.2,"Murray, Millcreek, Holladay",Salt Lake
5096,Fixed Route Bus - Regular,45,November,2020,SUN,84.372,"Murray, Millcreek, Holladay",Salt Lake
5097,Fixed Route Bus - Regular,45,November,2020,WKD,411.860077,"Murray, Millcreek, Holladay",Salt Lake
5098,Fixed Route Bus - Regular,45,December,2020,SAT,270.583333,"Murray, Millcreek, Holladay",Salt Lake
5099,Fixed Route Bus - Regular,45,December,2020,SUN,74.583333,"Murray, Millcreek, Holladay",Salt Lake
5100,Fixed Route Bus - Regular,45,December,2020,WKD,366.153176,"Murray, Millcreek, Holladay",Salt Lake
5101,Fixed Route Bus - Regular,45,January,2021,SAT,261.8,"Murray, Millcreek, Holladay",Salt Lake
5102,Fixed Route Bus - Regular,45,January,2021,SUN,60.5,"Murray, Millcreek, Holladay",Salt Lake
5103,Fixed Route Bus - Regular,45,January,2021,WKD,356.061253,"Murray, Millcreek, Holladay",Salt Lake
5104,Fixed Route Bus - Regular,460,May,2018,WKD,44.5375,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5105,Fixed Route Bus - Regular,460,June,2018,WKD,39.526316,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5106,Fixed Route Bus - Regular,460,July,2018,WKD,37.473684,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5107,Fixed Route Bus - Regular,460,September,2018,WKD,46.5,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5108,Fixed Route Bus - Regular,460,October,2018,WKD,41.329167,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5109,Fixed Route Bus - Regular,460,November,2018,WKD,43.846154,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5110,Fixed Route Bus - Regular,460,December,2018,WKD,45.643791,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5111,Fixed Route Bus - Regular,460,January,2019,WKD,49.738562,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5112,Fixed Route Bus - Regular,460,February,2019,WKD,44.649038,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5113,Fixed Route Bus - Regular,460,March,2019,WKD,37.650155,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5114,Fixed Route Bus - Regular,460,April,2019,WKD,42.466026,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5115,Fixed Route Bus - Regular,460,May,2019,WKD,39.4,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5116,Fixed Route Bus - Regular,460,June,2019,WKD,38.564103,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5117,Fixed Route Bus - Regular,460,July,2019,WKD,37.208134,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5118,Fixed Route Bus - Regular,460,August,2019,WKD,48.06635,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5119,Fixed Route Bus - Regular,460,September,2019,WKD,46.533333,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5120,Fixed Route Bus - Regular,460,October,2019,WKD,37.616997,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5121,Fixed Route Bus - Regular,460,November,2019,WKD,42.036765,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5122,Fixed Route Bus - Regular,460,December,2019,WKD,33.921242,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5123,Fixed Route Bus - Regular,460,January,2020,WKD,45.944862,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5124,Fixed Route Bus - Regular,460,February,2020,SAT,0,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5125,Fixed Route Bus - Regular,460,February,2020,SUN,0,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5126,Fixed Route Bus - Regular,460,February,2020,WKD,39.941176,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5127,Fixed Route Bus - Regular,460,March,2020,WKD,22.2375,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5128,Fixed Route Bus - Regular,460,April,2020,WKD,0.613636,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
5129,Fixed Route Bus - Regular,461,January,2017,WKD,75.003466,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5130,Fixed Route Bus - Regular,461,February,2017,WKD,75.395191,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5131,Fixed Route Bus - Regular,461,March,2017,WKD,71.970448,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5132,Fixed Route Bus - Regular,461,April,2017,WKD,68.947869,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5133,Fixed Route Bus - Regular,461,May,2017,WKD,71.118627,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5134,Fixed Route Bus - Regular,461,June,2017,WKD,71.77381,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5135,Fixed Route Bus - Regular,461,July,2017,WKD,63.751113,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5136,Fixed Route Bus - Regular,461,August,2017,WKD,65.645317,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5137,Fixed Route Bus - Regular,461,September,2017,WKD,65.238479,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5138,Fixed Route Bus - Regular,461,October,2017,WKD,66.098549,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5139,Fixed Route Bus - Regular,461,November,2017,WKD,67.493226,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5140,Fixed Route Bus - Regular,461,December,2017,WKD,59.206784,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5141,Fixed Route Bus - Regular,461,January,2018,WKD,66.159868,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5142,Fixed Route Bus - Regular,461,February,2018,WKD,69.860317,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5143,Fixed Route Bus - Regular,461,March,2018,WKD,69.404606,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5144,Fixed Route Bus - Regular,461,April,2018,WKD,67.656843,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5145,Fixed Route Bus - Regular,461,May,2018,WKD,72.918408,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5146,Fixed Route Bus - Regular,461,June,2018,WKD,69.245664,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5147,Fixed Route Bus - Regular,461,July,2018,WKD,67.446344,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5148,Fixed Route Bus - Regular,461,August,2018,WKD,68.306357,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5149,Fixed Route Bus - Regular,461,September,2018,WKD,69.890756,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5150,Fixed Route Bus - Regular,461,October,2018,WKD,61.601292,"West Bountiful, North Salt Lake, Bountiful, Woods Cross, Salt Lake City","Davis, Salt Lake"
5151,Fixed Route Bus - Regular,463,January,2020,WKD,38.286842,"West Bountiful, North Salt Lake, Woods Cross, Salt Lake City, Centerville","Davis, Salt Lake"
5152,Fixed Route Bus - Regular,463,February,2020,SAT,0,"West Bountiful, North Salt Lake, Woods Cross, Salt Lake City, Centerville","Davis, Salt Lake"
5153,Fixed Route Bus - Regular,463,February,2020,SUN,0,"West Bountiful, North Salt Lake, Woods Cross, Salt Lake City, Centerville","Davis, Salt Lake"
5154,Fixed Route Bus - Regular,463,February,2020,WKD,38.070962,"West Bountiful, North Salt Lake, Woods Cross, Salt Lake City, Centerville","Davis, Salt Lake"
5155,Fixed Route Bus - Regular,463,March,2020,WKD,18.885065,"West Bountiful, North Salt Lake, Woods Cross, Salt Lake City, Centerville","Davis, Salt Lake"
5156,Fixed Route Bus - Regular,463,April,2020,WKD,0.318182,"West Bountiful, North Salt Lake, Woods Cross, Salt Lake City, Centerville","Davis, Salt Lake"
5157,Fixed Route Bus - Regular,47,January,2017,SAT,660.25,"Taylorsville, Murray, West Valley City",Salt Lake
5158,Fixed Route Bus - Regular,47,January,2017,SUN,192.133333,"Taylorsville, Murray, West Valley City",Salt Lake
5159,Fixed Route Bus - Regular,47,January,2017,WKD,1598.653222,"Taylorsville, Murray, West Valley City",Salt Lake
5160,Fixed Route Bus - Regular,47,February,2017,SAT,738.9,"Taylorsville, Murray, West Valley City",Salt Lake
5161,Fixed Route Bus - Regular,47,February,2017,SUN,198,"Taylorsville, Murray, West Valley City",Salt Lake
5162,Fixed Route Bus - Regular,47,February,2017,WKD,1705.932623,"Taylorsville, Murray, West Valley City",Salt Lake
5163,Fixed Route Bus - Regular,47,March,2017,SAT,742.833333,"Taylorsville, Murray, West Valley City",Salt Lake
5164,Fixed Route Bus - Regular,47,March,2017,SUN,218.5,"Taylorsville, Murray, West Valley City",Salt Lake
5165,Fixed Route Bus - Regular,47,March,2017,WKD,1691.79726,"Taylorsville, Murray, West Valley City",Salt Lake
5166,Fixed Route Bus - Regular,47,April,2017,SAT,704.066353,"Taylorsville, Murray, West Valley City",Salt Lake
5167,Fixed Route Bus - Regular,47,April,2017,SUN,159.811356,"Taylorsville, Murray, West Valley City",Salt Lake
5168,Fixed Route Bus - Regular,47,April,2017,WKD,1629.754156,"Taylorsville, Murray, West Valley City",Salt Lake
5169,Fixed Route Bus - Regular,47,May,2017,SAT,682.5,"Taylorsville, Murray, West Valley City",Salt Lake
5170,Fixed Route Bus - Regular,47,May,2017,SUN,200.333333,"Taylorsville, Murray, West Valley City",Salt Lake
5171,Fixed Route Bus - Regular,47,May,2017,WKD,1673.912171,"Taylorsville, Murray, West Valley City",Salt Lake
5172,Fixed Route Bus - Regular,47,June,2017,SAT,746.583333,"Taylorsville, Murray, West Valley City",Salt Lake
5173,Fixed Route Bus - Regular,47,June,2017,SUN,205.583333,"Taylorsville, Murray, West Valley City",Salt Lake
5174,Fixed Route Bus - Regular,47,June,2017,WKD,1511.349309,"Taylorsville, Murray, West Valley City",Salt Lake
5175,Fixed Route Bus - Regular,47,July,2017,SAT,647.142857,"Taylorsville, Murray, West Valley City",Salt Lake
5176,Fixed Route Bus - Regular,47,July,2017,SUN,220.333333,"Taylorsville, Murray, West Valley City",Salt Lake
5177,Fixed Route Bus - Regular,47,July,2017,WKD,1500.529954,"Taylorsville, Murray, West Valley City",Salt Lake
5178,Fixed Route Bus - Regular,47,August,2017,SAT,319.541667,"Taylorsville, Murray, West Valley City",Salt Lake
5179,Fixed Route Bus - Regular,47,August,2017,SUN,96.791667,"Taylorsville, Murray, West Valley City",Salt Lake
5180,Fixed Route Bus - Regular,47,August,2017,WKD,1299.267845,"Taylorsville, Murray, West Valley City",Salt Lake
5181,Fixed Route Bus - Regular,47,September,2017,SAT,620.65,"Taylorsville, Murray, West Valley City",Salt Lake
5182,Fixed Route Bus - Regular,47,September,2017,SUN,198.75,"Taylorsville, Murray, West Valley City",Salt Lake
5183,Fixed Route Bus - Regular,47,September,2017,WKD,1745.291303,"Taylorsville, Murray, West Valley City",Salt Lake
5184,Fixed Route Bus - Regular,47,October,2017,SAT,687.916667,"Taylorsville, Murray, West Valley City",Salt Lake
5185,Fixed Route Bus - Regular,47,October,2017,SUN,214.5,"Taylorsville, Murray, West Valley City",Salt Lake
5186,Fixed Route Bus - Regular,47,October,2017,WKD,1727.900949,"Taylorsville, Murray, West Valley City",Salt Lake
5187,Fixed Route Bus - Regular,47,November,2017,SAT,641.366667,"Taylorsville, Murray, West Valley City",Salt Lake
5188,Fixed Route Bus - Regular,47,November,2017,WKD,1685.006613,"Taylorsville, Murray, West Valley City",Salt Lake
5189,Fixed Route Bus - Regular,47,December,2017,SAT,553.423333,"Taylorsville, Murray, West Valley City",Salt Lake
5190,Fixed Route Bus - Regular,47,December,2017,SUN,150.366667,"Taylorsville, Murray, West Valley City",Salt Lake
5191,Fixed Route Bus - Regular,47,December,2017,WKD,1359.67177,"Taylorsville, Murray, West Valley City",Salt Lake
5192,Fixed Route Bus - Regular,47,January,2018,SAT,541.666667,"Taylorsville, Murray, West Valley City",Salt Lake
5193,Fixed Route Bus - Regular,47,January,2018,SUN,172,"Taylorsville, Murray, West Valley City",Salt Lake
5194,Fixed Route Bus - Regular,47,January,2018,WKD,1556.569187,"Taylorsville, Murray, West Valley City",Salt Lake
5195,Fixed Route Bus - Regular,47,February,2018,SAT,580.233333,"Taylorsville, Murray, West Valley City",Salt Lake
5196,Fixed Route Bus - Regular,47,February,2018,SUN,170.833333,"Taylorsville, Murray, West Valley City",Salt Lake
5197,Fixed Route Bus - Regular,47,February,2018,WKD,1620.541514,"Taylorsville, Murray, West Valley City",Salt Lake
5198,Fixed Route Bus - Regular,47,March,2018,SAT,608.816667,"Taylorsville, Murray, West Valley City",Salt Lake
5199,Fixed Route Bus - Regular,47,March,2018,SUN,187.583333,"Taylorsville, Murray, West Valley City",Salt Lake
5200,Fixed Route Bus - Regular,47,March,2018,WKD,1531.114166,"Taylorsville, Murray, West Valley City",Salt Lake
5201,Fixed Route Bus - Regular,470,May,2019,WKD,3022.368775,"S Ogden, Riverdale, SLC, Roy, Farmington, Clearfield, N Salt Lake, Centerville, Layton, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
5202,Fixed Route Bus - Regular,470,June,2019,SAT,2152.716667,"S Ogden, Riverdale, SLC, Roy, Farmington, Clearfield, N Salt Lake, Centerville, Layton, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
